 Periods ,solar_roof,temp,heat_1,elec_1,heat_2,elec_2,heat_3,elec_3
7890,0,5.7,8.91E+02,2.00E+03,1.92E+02,4.00E+02,2.33E+01,5.00E+01
7891,0,5.6,9.28E+02,1.40E+03,1.99E+02,2.80E+02,2.33E+01,3.50E+01
7892,0,5.6,9.38E+02,1.20E+03,2.00E+02,2.40E+02,2.33E+01,3.00E+01
7893,0,5.4,9.83E+02,7.01E+02,2.01E+02,1.40E+02,2.33E+01,1.75E+01
7894,0,5.5,1.00E+03,7.01E+02,2.01E+02,1.40E+02,2.34E+01,1.75E+01
7895,0,5.5,1.02E+03,7.01E+02,2.02E+02,1.40E+02,2.75E+01,1.75E+01
7896,0,5.8,1.03E+03,3.00E+02,2.09E+02,5.99E+01,2.65E+01,7.52E+00
7897,0,5.8,1.04E+03,2.00E+02,2.15E+02,4.00E+01,2.75E+01,5.00E+00
7898,0,5.6,1.07E+03,2.00E+02,2.19E+02,4.00E+01,2.64E+01,5.00E+00
7899,0,5.6,1.14E+03,2.00E+02,2.28E+02,4.00E+01,2.84E+01,5.00E+00
7900,0,5.4,1.15E+03,2.00E+02,2.33E+02,4.00E+01,2.99E+01,5.00E+00
7901,0,5,1.20E+03,2.00E+02,2.51E+02,4.00E+01,3.22E+01,5.00E+00
7902,0,4.6,1.24E+03,2.00E+02,2.50E+02,4.00E+01,3.07E+01,5.00E+00
7903,0,4.7,1.28E+03,9.01E+02,2.60E+02,1.80E+02,3.02E+01,2.25E+01
7904,0.000820535,5.1,1.33E+03,1.81E+03,2.74E+02,3.60E+02,3.46E+01,4.50E+01
7905,0.008316329,5.3,1.34E+03,9.01E+02,2.70E+02,1.80E+02,3.26E+01,2.25E+01
7906,0.0190964,5.3,1.36E+03,7.01E+02,2.75E+02,1.40E+02,3.57E+01,1.75E+01
7907,0.02774554,5.9,1.36E+03,7.01E+02,2.79E+02,1.40E+02,3.46E+01,1.75E+01
7908,0.03314546,5.8,1.36E+03,1.40E+03,2.73E+02,2.80E+02,3.18E+01,3.50E+01
7909,0.034599708,5.7,1.36E+03,2.00E+03,2.78E+02,4.00E+02,3.65E+01,5.00E+01
7910,0.030391342,5.3,1.37E+03,9.01E+02,2.86E+02,1.80E+02,3.38E+01,2.25E+01
7911,0.022976904,4.9,1.38E+03,7.01E+02,2.84E+02,1.40E+02,3.39E+01,1.75E+01
7912,0.011715606,4.7,1.39E+03,7.01E+02,2.85E+02,1.40E+02,3.51E+01,1.75E+01
7913,0.001536769,4.3,1.43E+03,1.40E+03,2.94E+02,2.80E+02,3.56E+01,3.50E+01
7914,0,4.2,1.46E+03,2.00E+03,2.92E+02,4.00E+02,3.71E+01,5.00E+01
7915,0,4.4,1.46E+03,1.40E+03,2.92E+02,2.80E+02,3.72E+01,3.50E+01
7916,0,4.7,1.49E+03,1.20E+03,3.02E+02,2.40E+02,3.49E+01,3.00E+01
7917,0,4.8,1.50E+03,7.01E+02,2.97E+02,1.40E+02,3.90E+01,1.75E+01
7918,0,4.5,1.51E+03,7.01E+02,2.98E+02,1.40E+02,3.87E+01,1.75E+01
7919,0,4.5,1.53E+03,7.01E+02,3.08E+02,1.40E+02,3.72E+01,1.75E+01
7920,0,4.5,1.54E+03,3.00E+02,3.16E+02,5.99E+01,4.06E+01,7.52E+00
7921,0,4.8,1.55E+03,2.00E+02,3.15E+02,4.00E+01,3.71E+01,5.00E+00
7922,0,4.8,1.58E+03,2.00E+02,3.21E+02,4.00E+01,4.00E+01,5.00E+00
7923,0,4.5,1.58E+03,2.00E+02,3.20E+02,4.00E+01,4.07E+01,5.00E+00
7924,0,4.3,1.58E+03,2.00E+02,3.17E+02,4.00E+01,3.63E+01,5.00E+00
7925,0,4.5,1.58E+03,2.00E+02,3.20E+02,4.00E+01,4.00E+01,5.00E+00
7926,0,4.5,1.57E+03,2.00E+02,3.19E+02,4.00E+01,4.06E+01,5.00E+00
7927,0,4.6,1.57E+03,9.01E+02,3.17E+02,1.80E+02,3.72E+01,2.25E+01
7928,0.015546578,4.7,1.57E+03,1.81E+03,3.17E+02,3.60E+02,4.07E+01,4.50E+01
7929,0.21155241,5.1,1.56E+03,9.01E+02,3.17E+02,1.80E+02,3.87E+01,2.25E+01
7930,0.548453309,5.5,1.55E+03,7.01E+02,3.16E+02,1.40E+02,3.90E+01,1.75E+01
7931,0.719287207,5.7,1.55E+03,7.01E+02,3.16E+02,1.40E+02,3.88E+01,1.75E+01
7932,0.643534412,6.1,1.54E+03,1.40E+03,3.11E+02,2.80E+02,3.81E+01,3.50E+01
7933,0.607972585,6.2,1.53E+03,2.00E+03,3.13E+02,4.00E+02,3.76E+01,5.00E+01
7934,0.570320835,6.2,1.51E+03,9.01E+02,3.10E+02,1.80E+02,3.90E+01,2.25E+01
7935,0.358454696,6.3,1.50E+03,7.01E+02,2.98E+02,1.40E+02,3.57E+01,1.75E+01
7936,0.16700763,6.1,1.47E+03,7.01E+02,2.92E+02,1.40E+02,3.49E+01,1.75E+01
7937,0.011841229,5.8,1.45E+03,1.40E+03,2.93E+02,2.80E+02,3.63E+01,3.50E+01
7938,0,4.7,1.43E+03,2.00E+03,2.89E+02,4.00E+02,3.65E+01,5.00E+01
7939,0,3.8,1.42E+03,1.40E+03,2.87E+02,2.80E+02,3.43E+01,3.50E+01
7940,0,4.7,1.40E+03,1.20E+03,2.91E+02,2.40E+02,3.65E+01,3.00E+01
7941,0,3.8,1.38E+03,7.01E+02,2.85E+02,1.40E+02,3.44E+01,1.75E+01
7942,0,3.1,1.37E+03,7.01E+02,2.77E+02,1.40E+02,3.37E+01,1.75E+01
7943,0,3.5,1.36E+03,7.01E+02,2.83E+02,1.40E+02,3.33E+01,1.75E+01
7944,0,4.4,1.36E+03,3.00E+02,2.75E+02,5.99E+01,3.51E+01,7.52E+00
7945,0,4.7,1.36E+03,2.00E+02,2.72E+02,4.00E+01,3.39E+01,5.00E+00
7946,0,4.5,1.35E+03,2.00E+02,2.80E+02,4.00E+01,3.24E+01,5.00E+00
7947,0,4.6,1.35E+03,2.00E+02,2.73E+02,4.00E+01,3.51E+01,5.00E+00
7948,0,3.4,1.35E+03,2.00E+02,2.69E+02,4.00E+01,3.33E+01,5.00E+00
7949,0,2.4,1.35E+03,2.00E+02,2.76E+02,4.00E+01,3.24E+01,5.00E+00
7950,0,2.1,1.35E+03,2.00E+02,2.71E+02,4.00E+01,3.58E+01,5.00E+00
7951,0,1.9,1.34E+03,9.01E+02,2.69E+02,1.80E+02,3.18E+01,2.25E+01
7952,0.025465752,2.1,1.34E+03,1.81E+03,2.74E+02,3.60E+02,3.47E+01,4.50E+01
7953,0.28869867,3.4,1.33E+03,9.01E+02,2.66E+02,1.80E+02,3.36E+01,2.25E+01
7954,0.471130337,4.4,1.33E+03,7.01E+02,2.66E+02,1.40E+02,3.14E+01,1.75E+01
7955,0.517857467,5.5,1.31E+03,7.01E+02,2.72E+02,1.40E+02,3.51E+01,1.75E+01
7956,0.469052642,5.7,1.30E+03,1.40E+03,2.64E+02,2.80E+02,3.01E+01,3.50E+01
7957,0.265779043,6.2,1.30E+03,2.00E+03,2.64E+02,4.00E+02,3.32E+01,5.00E+01
7958,0.233956424,6,1.30E+03,9.01E+02,2.73E+02,1.80E+02,3.32E+01,2.25E+01
7959,0.273851264,6.1,1.30E+03,7.01E+02,2.66E+02,1.40E+02,3.01E+01,1.75E+01
7960,0.086756644,5.6,1.31E+03,7.01E+02,2.64E+02,1.40E+02,3.32E+01,1.75E+01
7961,0.00567854,4.6,1.32E+03,1.40E+03,2.71E+02,2.80E+02,3.33E+01,3.50E+01
7962,0,4.4,1.32E+03,2.00E+03,2.67E+02,4.00E+02,3.18E+01,5.00E+01
7963,0,4.1,1.33E+03,1.40E+03,2.64E+02,2.80E+02,3.47E+01,3.50E+01
7964,0,4.1,1.32E+03,1.20E+03,2.76E+02,2.40E+02,3.18E+01,3.00E+01
7965,0,3.8,1.33E+03,7.01E+02,2.67E+02,1.40E+02,3.33E+01,1.75E+01
7966,0,3.8,1.33E+03,7.01E+02,2.63E+02,1.40E+02,3.32E+01,1.75E+01
7967,0,3.8,1.32E+03,7.01E+02,2.74E+02,1.40E+02,3.19E+01,1.75E+01
7968,0,3.8,1.32E+03,3.00E+02,2.67E+02,5.99E+01,3.46E+01,7.52E+00
7969,0,4,1.32E+03,2.00E+02,2.63E+02,4.00E+01,3.18E+01,5.00E+00
7970,0,4,1.32E+03,2.00E+02,2.74E+02,4.00E+01,3.01E+01,5.00E+00
7971,0,4.6,1.32E+03,2.00E+02,2.65E+02,4.00E+01,3.63E+01,5.00E+00
7972,0,4.4,1.32E+03,2.00E+02,2.63E+02,4.00E+01,3.02E+01,5.00E+00
7973,0,3.4,1.30E+03,2.00E+02,2.75E+02,4.00E+01,3.19E+01,5.00E+00
7974,0,3.3,1.31E+03,2.00E+02,2.63E+02,4.00E+01,3.46E+01,5.00E+00
7975,0,3.2,1.32E+03,9.01E+02,2.66E+02,1.80E+02,2.99E+01,2.25E+01
7976,0.003409987,3.2,1.31E+03,1.81E+03,2.72E+02,3.60E+02,3.37E+01,4.50E+01
7977,0.032423594,4.1,1.32E+03,9.01E+02,2.65E+02,1.80E+02,3.28E+01,2.25E+01
7978,0.093082751,4.5,1.32E+03,7.01E+02,2.65E+02,1.40E+02,3.37E+01,1.75E+01
7979,0.184572324,4.8,1.29E+03,7.01E+02,2.71E+02,1.40E+02,3.02E+01,1.75E+01
7980,0.242478793,5.3,1.28E+03,1.40E+03,2.66E+02,2.80E+02,3.27E+01,3.50E+01
7981,0.259345778,5.7,1.24E+03,2.00E+03,2.65E+02,4.00E+02,3.37E+01,5.00E+01
7982,0.161707387,6,1.28E+03,9.01E+02,2.69E+02,1.80E+02,3.01E+01,2.25E+01
7983,0.101345497,6.9,1.31E+03,7.01E+02,2.66E+02,1.40E+02,3.46E+01,1.75E+01
7984,0.055843605,6.9,1.31E+03,7.01E+02,2.65E+02,1.40E+02,3.19E+01,1.75E+01
7985,0.003624886,5,1.31E+03,1.40E+03,2.73E+02,2.80E+02,3.13E+01,3.50E+01
7986,0,4.8,1.32E+03,2.00E+03,2.66E+02,4.00E+02,3.52E+01,5.00E+01
7987,0,4.7,1.33E+03,1.40E+03,2.68E+02,2.80E+02,2.99E+01,3.50E+01
7988,0,4.7,1.34E+03,1.20E+03,2.74E+02,2.40E+02,3.63E+01,3.00E+01
7989,0,4.5,1.34E+03,7.01E+02,2.70E+02,1.40E+02,3.02E+01,1.75E+01
7990,0,4.5,1.35E+03,7.01E+02,2.70E+02,1.40E+02,3.63E+01,1.75E+01
7991,0,5.2,1.36E+03,7.01E+02,2.78E+02,1.40E+02,3.38E+01,1.75E+01
7992,0,5.3,1.36E+03,3.00E+02,2.75E+02,5.99E+01,3.27E+01,7.52E+00
7993,0,5.4,1.36E+03,2.00E+02,2.77E+02,4.00E+01,3.37E+01,5.00E+00
7994,0,5.8,1.36E+03,2.00E+02,2.82E+02,4.00E+01,3.65E+01,5.00E+00
7995,0,5.8,1.37E+03,2.00E+02,2.80E+02,4.00E+01,3.01E+01,5.00E+00
7996,0,5.7,1.37E+03,2.00E+02,2.81E+02,4.00E+01,3.63E+01,5.00E+00
7997,0,6.1,1.38E+03,2.00E+02,2.94E+02,4.00E+01,3.57E+01,5.00E+00
7998,0,6,1.41E+03,2.00E+02,2.88E+02,4.00E+01,3.51E+01,5.00E+00
7999,0,5.9,1.41E+03,9.01E+02,2.87E+02,1.80E+02,3.63E+01,2.25E+01
8000,0.001444503,6,1.42E+03,1.81E+03,2.94E+02,3.60E+02,3.38E+01,4.50E+01
8001,0.014996693,6.6,1.43E+03,9.01E+02,2.87E+02,1.80E+02,3.70E+01,2.25E+01
8002,0.034985305,6.4,1.44E+03,7.01E+02,2.90E+02,1.40E+02,3.63E+01,1.75E+01
8003,0.050479413,6.9,1.46E+03,7.01E+02,3.01E+02,1.40E+02,3.43E+01,1.75E+01
8004,0.069181248,8.4,1.47E+03,1.40E+03,3.00E+02,2.80E+02,3.72E+01,3.50E+01
8005,0.071134917,8.7,1.49E+03,2.00E+03,3.04E+02,4.00E+02,3.57E+01,5.00E+01
8006,0.065769667,8.6,1.47E+03,9.01E+02,3.02E+02,1.80E+02,3.49E+01,2.25E+01
8007,0.049488959,8.2,1.48E+03,7.01E+02,3.01E+02,1.40E+02,3.90E+01,1.75E+01
8008,0.020784444,7.6,1.49E+03,7.01E+02,3.04E+02,1.40E+02,3.88E+01,1.75E+01
8009,0.001796127,7,1.50E+03,1.40E+03,3.07E+02,2.80E+02,3.51E+01,3.50E+01
8010,0,6.9,1.50E+03,2.00E+03,3.07E+02,4.00E+02,3.70E+01,5.00E+01
8011,0,7,1.51E+03,1.40E+03,3.05E+02,2.80E+02,3.87E+01,3.50E+01
8012,0,7,1.51E+03,1.20E+03,3.05E+02,2.40E+02,3.70E+01,3.00E+01
8013,0,6.3,1.51E+03,7.01E+02,3.08E+02,1.40E+02,3.72E+01,1.75E+01
8014,0,5.7,1.51E+03,7.01E+02,3.09E+02,1.40E+02,3.86E+01,1.75E+01
8015,0,5,1.52E+03,7.01E+02,3.10E+02,1.40E+02,3.71E+01,1.75E+01
8016,0,5.6,1.53E+03,3.00E+02,3.11E+02,5.99E+01,4.06E+01,7.52E+00
8017,0,5.6,1.54E+03,1.20E+02,3.14E+02,2.40E+01,3.51E+01,3.00E+00
8018,0,5.4,1.53E+03,1.20E+02,3.14E+02,2.40E+01,4.06E+01,3.00E+00
8019,0,4.7,1.55E+03,1.20E+02,3.15E+02,2.40E+01,3.72E+01,3.00E+00
8020,0,4.6,1.55E+03,1.20E+02,3.15E+02,2.40E+01,4.00E+01,3.00E+00
8021,0,5,1.56E+03,1.20E+02,3.20E+02,2.40E+01,3.93E+01,3.00E+00
8022,0,5.3,1.57E+03,1.20E+02,3.21E+02,2.40E+01,3.71E+01,3.00E+00
8023,0,5,1.57E+03,5.41E+02,3.19E+02,1.08E+02,4.06E+01,1.35E+01
8024,0,4.3,1.57E+03,1.08E+03,3.21E+02,2.16E+02,4.07E+01,2.70E+01
8025,0.007548358,4.5,1.58E+03,5.41E+02,3.20E+02,1.08E+02,3.82E+01,1.35E+01
8026,0.02515822,7.7,1.58E+03,4.21E+02,3.20E+02,8.39E+01,3.75E+01,1.05E+01
8027,0.037921646,8.2,1.58E+03,4.21E+02,3.20E+02,8.39E+01,4.06E+01,1.05E+01
8028,0.045620715,8.2,1.57E+03,8.42E+02,3.21E+02,1.68E+02,4.07E+01,2.10E+01
8029,0.047548195,8.8,1.56E+03,1.20E+03,3.20E+02,2.40E+02,3.88E+01,3.00E+01
8030,0.041353281,9.4,1.54E+03,5.41E+02,3.18E+02,1.08E+02,3.49E+01,1.35E+01
8031,0.030081516,9,1.53E+03,4.21E+02,3.19E+02,8.39E+01,3.92E+01,1.05E+01
8032,0.015129184,7.7,1.52E+03,4.21E+02,3.08E+02,8.39E+01,3.65E+01,1.05E+01
8033,0.001435233,7.1,1.55E+03,8.42E+02,3.20E+02,1.68E+02,3.92E+01,2.10E+01
8034,0,7,1.56E+03,1.20E+03,3.19E+02,2.40E+02,3.77E+01,3.00E+01
8035,0,6.1,1.57E+03,8.42E+02,3.20E+02,1.68E+02,3.87E+01,2.10E+01
8036,0,5.8,1.58E+03,7.21E+02,3.20E+02,1.44E+02,4.06E+01,1.80E+01
8037,0,5.9,1.57E+03,4.21E+02,3.20E+02,8.39E+01,3.87E+01,1.05E+01
8038,0,6.7,1.57E+03,4.21E+02,3.20E+02,8.39E+01,3.71E+01,1.05E+01
8039,0,6.4,1.58E+03,4.21E+02,3.17E+02,8.39E+01,4.00E+01,1.05E+01
8040,0,7,1.57E+03,1.81E+02,3.20E+02,3.60E+01,4.01E+01,4.50E+00
8041,0,6.9,1.57E+03,1.20E+02,3.18E+02,2.40E+01,3.86E+01,3.00E+00
8042,0,7.2,1.57E+03,1.20E+02,3.20E+02,2.40E+01,3.88E+01,3.00E+00
8043,0,7.8,1.56E+03,1.20E+02,3.17E+02,2.40E+01,3.75E+01,3.00E+00
8044,0,7.3,1.54E+03,1.20E+02,3.18E+02,2.40E+01,4.01E+01,3.00E+00
8045,0,7.6,1.54E+03,1.20E+02,3.19E+02,2.40E+01,3.56E+01,3.00E+00
8046,0,7.5,1.54E+03,1.20E+02,3.11E+02,2.40E+01,3.87E+01,3.00E+00
8047,0,7.4,1.52E+03,5.41E+02,3.12E+02,1.08E+02,4.06E+01,1.35E+01
8048,0,6.9,1.53E+03,1.08E+03,3.09E+02,2.16E+02,3.44E+01,2.70E+01
8049,0.004458151,6.8,1.51E+03,5.41E+02,3.12E+02,1.08E+02,4.07E+01,1.35E+01
8050,0.012539418,7.2,1.50E+03,4.21E+02,3.03E+02,8.39E+01,3.37E+01,1.05E+01
8051,0.022151548,7,1.49E+03,4.21E+02,2.97E+02,8.39E+01,3.99E+01,1.05E+01
8052,0.027755038,7.5,1.50E+03,8.42E+02,2.96E+02,1.68E+02,3.49E+01,2.10E+01
8053,0.154838705,7.8,1.39E+03,1.20E+03,2.90E+02,2.40E+02,3.48E+01,3.00E+01
8054,0.519936861,8.2,1.39E+03,5.41E+02,2.99E+02,1.08E+02,3.76E+01,1.35E+01
8055,0.374158126,8.5,1.43E+03,4.21E+02,2.96E+02,8.39E+01,3.63E+01,1.05E+01
8056,0.222562635,8.8,1.46E+03,4.21E+02,2.99E+02,8.39E+01,3.87E+01,1.05E+01
8057,0.016835172,8.7,1.50E+03,8.42E+02,3.01E+02,1.68E+02,3.69E+01,2.10E+01
8058,0,9.2,1.51E+03,1.20E+03,3.05E+02,2.40E+02,3.43E+01,3.00E+01
8059,0,9.4,1.50E+03,8.42E+02,3.04E+02,1.68E+02,4.02E+01,2.10E+01
8060,0,9.4,1.50E+03,7.21E+02,3.02E+02,1.44E+02,3.69E+01,1.80E+01
8061,0,9.7,1.50E+03,4.21E+02,3.05E+02,8.39E+01,3.49E+01,1.05E+01
8062,0,9.8,1.51E+03,4.21E+02,3.07E+02,8.39E+01,4.01E+01,1.05E+01
8063,0,10,1.51E+03,4.21E+02,3.05E+02,8.39E+01,3.69E+01,1.05E+01
8064,0,10,1.51E+03,1.81E+02,3.08E+02,3.60E+01,3.52E+01,4.50E+00
8065,0,10.1,1.51E+03,1.20E+02,3.06E+02,2.40E+01,4.06E+01,3.00E+00
8066,0,9.9,1.51E+03,1.20E+02,3.07E+02,2.40E+01,3.51E+01,3.00E+00
8067,0,10,1.51E+03,1.20E+02,3.06E+02,2.40E+01,3.82E+01,3.00E+00
8068,0,10.2,1.51E+03,1.20E+02,3.05E+02,2.40E+01,3.87E+01,3.00E+00
8069,0,10.4,1.52E+03,1.20E+02,3.06E+02,2.40E+01,3.66E+01,3.00E+00
8070,0,10.4,1.52E+03,1.20E+02,3.09E+02,2.40E+01,3.92E+01,3.00E+00
8071,0,10.5,1.52E+03,5.41E+02,3.08E+02,1.08E+02,3.64E+01,1.35E+01
8072,0,10.7,1.52E+03,1.08E+03,3.14E+02,2.16E+02,4.06E+01,2.70E+01
8073,0.00461249,10.9,1.53E+03,5.41E+02,3.13E+02,1.08E+02,3.63E+01,1.35E+01
8074,0.012538473,11,1.53E+03,4.21E+02,3.14E+02,8.39E+01,3.87E+01,1.05E+01
8075,0.019876175,11.3,1.51E+03,4.21E+02,3.10E+02,8.39E+01,3.56E+01,1.05E+01
8076,0.023038353,12,1.39E+03,8.42E+02,2.89E+02,1.68E+02,3.61E+01,2.10E+01
8077,0.0235573,12.6,7.22E+02,1.20E+03,2.66E+02,2.40E+02,3.20E+01,3.00E+01
8078,0.021275204,12.7,1.08E+03,5.41E+02,2.89E+02,1.08E+02,2.35E+01,1.35E+01
8079,0.01527425,12.3,9.78E+02,4.21E+02,2.80E+02,8.39E+01,1.99E+01,1.05E+01
8080,0.007336094,12,1.43E+03,4.21E+02,3.04E+02,8.39E+01,3.45E+01,1.05E+01
8081,0.000869779,12.1,1.53E+03,8.42E+02,3.09E+02,1.68E+02,4.07E+01,2.10E+01
8082,0,11.8,1.52E+03,1.20E+03,3.09E+02,2.40E+02,3.93E+01,3.00E+01
8083,0,10.2,1.52E+03,8.42E+02,3.08E+02,1.68E+02,3.64E+01,2.10E+01
8084,0,9,1.52E+03,7.21E+02,3.10E+02,1.44E+02,4.00E+01,1.80E+01
8085,0,9.6,1.52E+03,4.21E+02,3.05E+02,8.39E+01,3.49E+01,1.05E+01
8086,0,10.3,1.51E+03,4.21E+02,3.07E+02,8.39E+01,4.07E+01,1.05E+01
8087,0,10.8,1.51E+03,4.21E+02,3.06E+02,8.39E+01,3.49E+01,1.05E+01
8088,0,11.8,1.51E+03,1.81E+02,3.09E+02,3.60E+01,4.07E+01,4.50E+00
8089,0,11.8,1.52E+03,1.20E+02,3.04E+02,2.40E+01,3.63E+01,3.00E+00
8090,0,11.3,1.51E+03,1.20E+02,3.08E+02,2.40E+01,3.69E+01,3.00E+00
8091,0,11.9,1.52E+03,1.20E+02,3.06E+02,2.40E+01,3.68E+01,3.00E+00
8092,0,11.6,1.53E+03,1.20E+02,3.08E+02,2.40E+01,3.88E+01,3.00E+00
8093,0,10.6,1.52E+03,1.20E+02,3.11E+02,2.40E+01,3.88E+01,3.00E+00
8094,0,10.9,1.53E+03,1.20E+02,3.11E+02,2.40E+01,3.69E+01,3.00E+00
8095,0,10,1.53E+03,5.41E+02,3.09E+02,1.08E+02,3.87E+01,1.35E+01
8096,0,9.9,1.52E+03,1.08E+03,3.11E+02,2.16E+02,3.89E+01,2.70E+01
8097,0.023784991,9.6,1.50E+03,5.41E+02,3.04E+02,1.08E+02,3.62E+01,1.35E+01
8098,0.110306018,9.4,1.48E+03,4.21E+02,2.93E+02,8.39E+01,3.49E+01,1.05E+01
8099,0.185592043,9.9,1.44E+03,4.21E+02,2.88E+02,8.39E+01,3.79E+01,1.05E+01
8100,0.21701359,10.5,1.43E+03,8.42E+02,2.79E+02,1.68E+02,3.28E+01,2.10E+01
8101,0.226325678,11.4,1.18E+03,1.20E+03,2.74E+02,2.40E+02,3.15E+01,3.00E+01
8102,0.207127266,10.9,9.41E+02,5.41E+02,2.61E+02,1.08E+02,1.70E+01,1.35E+01
8103,0.146442532,10.8,1.14E+03,4.21E+02,2.70E+02,8.39E+01,3.20E+01,1.05E+01
8104,0.052330314,10.3,1.30E+03,4.21E+02,2.76E+02,8.39E+01,3.10E+01,1.05E+01
8105,0.003185248,9.8,1.34E+03,8.42E+02,2.72E+02,1.68E+02,3.19E+01,2.10E+01
8106,0,9.4,1.44E+03,1.20E+03,2.90E+02,2.40E+02,3.62E+01,3.00E+01
8107,0,9.3,1.43E+03,8.42E+02,2.88E+02,1.68E+02,3.51E+01,2.10E+01
8108,0,8.1,1.43E+03,7.21E+02,2.93E+02,1.44E+02,3.63E+01,1.80E+01
8109,0,7.7,1.43E+03,4.21E+02,2.91E+02,8.39E+01,3.63E+01,1.05E+01
8110,0,7.2,1.45E+03,4.21E+02,2.94E+02,8.39E+01,3.55E+01,1.05E+01
8111,0,7.2,1.44E+03,4.21E+02,3.02E+02,8.39E+01,3.87E+01,1.05E+01
8112,0,7.3,1.46E+03,1.81E+02,3.00E+02,3.60E+01,3.58E+01,4.50E+00
8113,0,7,1.48E+03,1.20E+02,3.00E+02,2.40E+01,3.57E+01,3.00E+00
8114,0,6.2,1.48E+03,1.20E+02,3.02E+02,2.40E+01,3.69E+01,3.00E+00
8115,0,6.3,1.49E+03,1.20E+02,3.02E+02,2.40E+01,3.52E+01,3.00E+00
8116,0,6.4,1.50E+03,1.20E+02,3.06E+02,2.40E+01,3.70E+01,3.00E+00
8117,0,5.7,1.51E+03,1.20E+02,3.07E+02,2.40E+01,4.07E+01,3.00E+00
8118,0,5.6,1.52E+03,1.20E+02,3.06E+02,2.40E+01,3.50E+01,3.00E+00
8119,0,5.8,1.52E+03,5.41E+02,3.09E+02,1.08E+02,3.90E+01,1.35E+01
8120,0,6.2,1.52E+03,1.08E+03,3.09E+02,2.16E+02,3.87E+01,2.70E+01
8121,0.063406437,7,1.53E+03,5.41E+02,3.09E+02,1.08E+02,3.70E+01,1.35E+01
8122,0.324759706,8,1.53E+03,4.21E+02,3.10E+02,8.39E+01,3.88E+01,1.05E+01
8123,0.553943276,7.6,1.51E+03,4.21E+02,3.09E+02,8.39E+01,3.70E+01,1.05E+01
8124,0.581375944,7.4,1.51E+03,8.42E+02,3.07E+02,1.68E+02,3.86E+01,2.10E+01
8125,0.589305985,7.4,1.49E+03,1.20E+03,3.03E+02,2.40E+02,3.36E+01,3.00E+01
8126,0.460998886,7.7,1.40E+03,5.41E+02,2.85E+02,1.08E+02,3.44E+01,1.35E+01
8127,0.27264593,7.6,9.96E+02,4.21E+02,2.72E+02,8.39E+01,2.80E+01,1.05E+01
8128,0.149308956,7.4,1.30E+03,4.21E+02,2.81E+02,8.39E+01,3.14E+01,1.05E+01
8129,0.010079223,6.9,1.46E+03,8.42E+02,2.95E+02,1.68E+02,3.39E+01,2.10E+01
8130,0,6.5,1.50E+03,1.20E+03,3.06E+02,2.40E+02,3.95E+01,3.00E+01
8131,0,6.4,1.50E+03,8.42E+02,3.05E+02,1.68E+02,3.74E+01,2.10E+01
8132,0,6.2,1.50E+03,7.21E+02,3.06E+02,1.44E+02,3.71E+01,1.80E+01
8133,0,6.4,1.51E+03,4.21E+02,3.07E+02,8.39E+01,3.63E+01,1.05E+01
8134,0,6,1.51E+03,4.21E+02,3.08E+02,8.39E+01,3.93E+01,1.05E+01
8135,0,5.6,1.52E+03,4.21E+02,3.09E+02,8.39E+01,3.72E+01,1.05E+01
8136,0,6.1,1.52E+03,1.81E+02,3.08E+02,3.60E+01,3.69E+01,4.50E+00
8137,0,7.9,1.52E+03,1.20E+02,3.09E+02,2.40E+01,3.87E+01,3.00E+00
8138,0,8.4,1.52E+03,1.20E+02,3.10E+02,2.40E+01,3.70E+01,3.00E+00
8139,0,9,1.53E+03,1.20E+02,3.10E+02,2.40E+01,4.07E+01,3.00E+00
8140,0,9,1.52E+03,1.20E+02,3.11E+02,2.40E+01,3.57E+01,3.00E+00
8141,0,8.8,1.53E+03,1.20E+02,3.08E+02,2.40E+01,4.01E+01,3.00E+00
8142,0,8.6,1.52E+03,1.20E+02,3.11E+02,2.40E+01,3.69E+01,3.00E+00
8143,0,8.5,1.53E+03,5.41E+02,3.07E+02,1.08E+02,3.93E+01,1.35E+01
8144,0,8.6,1.52E+03,1.08E+03,3.07E+02,2.16E+02,3.63E+01,2.70E+01
8145,0.022156551,8.8,1.51E+03,5.41E+02,3.06E+02,1.08E+02,4.07E+01,1.35E+01
8146,0.098098951,8.7,1.52E+03,4.21E+02,3.06E+02,8.39E+01,3.50E+01,1.05E+01
8147,0.030890749,8.8,1.52E+03,4.21E+02,3.07E+02,8.39E+01,3.71E+01,1.05E+01
8148,0.174194276,9.1,1.51E+03,8.42E+02,3.05E+02,1.68E+02,3.72E+01,2.10E+01
8149,0.644580651,9.6,1.50E+03,1.20E+03,3.00E+02,2.40E+02,3.57E+01,3.00E+01
8150,0.623956239,10.5,1.50E+03,5.41E+02,3.06E+02,1.08E+02,3.73E+01,1.35E+01
8151,0.63237204,10.7,1.51E+03,4.21E+02,3.06E+02,8.39E+01,3.57E+01,1.05E+01
8152,0.373455009,9.6,1.52E+03,4.21E+02,3.08E+02,8.39E+01,4.01E+01,1.05E+01
8153,0.029646144,8.5,1.52E+03,8.42E+02,3.09E+02,1.68E+02,3.63E+01,2.10E+01
8154,0,8.3,1.52E+03,1.20E+03,3.15E+02,2.40E+02,3.80E+01,3.00E+01
8155,0,8.5,1.53E+03,8.42E+02,3.15E+02,1.68E+02,3.63E+01,2.10E+01
