 Periods ,solar_roof,temp,heat_1,elec_1,heat_2,elec_2,heat_3,elec_3
1,0,7.1,1.74E+03,1.60E+02,3.32E+02,3.20E+01,4.56E+01,4.00E+00
2,0,6.7,1.66E+03,1.60E+02,3.32E+02,3.20E+01,4.27E+01,4.00E+00
3,0,5.8,1.68E+03,1.60E+02,3.28E+02,3.20E+01,4.45E+01,4.00E+00
4,0,5.2,1.68E+03,1.60E+02,3.31E+02,3.20E+01,4.07E+01,4.00E+00
5,0,4.8,1.69E+03,1.60E+02,3.43E+02,3.20E+01,4.27E+01,4.00E+00
6,0,4.6,1.69E+03,1.60E+02,3.44E+02,3.20E+01,4.56E+01,4.00E+00
7,0,4.2,1.71E+03,7.21E+02,3.33E+02,1.44E+02,4.14E+01,1.80E+01
8,0,4.2,1.72E+03,1.44E+03,3.57E+02,2.88E+02,4.38E+01,3.60E+01
9,0.027333087,4.9,1.73E+03,7.21E+02,3.61E+02,1.44E+02,4.25E+01,1.80E+01
10,0.152358978,5,1.74E+03,5.61E+02,3.66E+02,1.12E+02,4.43E+01,1.40E+01
11,0.248552691,6.1,1.74E+03,5.61E+02,3.61E+02,1.12E+02,4.07E+01,1.40E+01
12,0.321842044,6.2,1.68E+03,1.12E+03,3.55E+02,2.24E+02,4.43E+01,2.80E+01
13,0.31212265,6.3,1.58E+03,1.60E+03,3.34E+02,3.20E+02,4.07E+01,4.00E+01
14,0.239731013,6.6,1.43E+03,7.21E+02,3.17E+02,1.44E+02,3.71E+01,1.80E+01
15,0.164792744,6.1,1.46E+03,5.61E+02,3.16E+02,1.12E+02,3.64E+01,1.40E+01
16,0.087439789,5.1,1.60E+03,5.61E+02,3.22E+02,1.12E+02,3.87E+01,1.40E+01
17,0.005579448,4.3,1.59E+03,1.12E+03,3.19E+02,2.24E+02,4.00E+01,2.80E+01
18,0,4.6,1.64E+03,1.60E+03,3.23E+02,3.20E+02,4.43E+01,4.00E+01
19,0,4.8,1.66E+03,1.12E+03,3.27E+02,2.24E+02,4.00E+01,2.80E+01
20,0,4.9,1.69E+03,9.62E+02,3.36E+02,1.92E+02,4.07E+01,2.40E+01
21,0,5,1.69E+03,5.61E+02,3.38E+02,1.12E+02,4.63E+01,1.40E+01
22,0,5.6,1.70E+03,5.61E+02,3.38E+02,1.12E+02,4.07E+01,1.40E+01
23,0,5.6,1.72E+03,5.61E+02,3.51E+02,1.12E+02,4.07E+01,1.40E+01
24,0,5.6,1.71E+03,2.41E+02,3.45E+02,4.80E+01,4.43E+01,6.00E+00
25,0,5,1.71E+03,1.60E+02,3.47E+02,3.20E+01,4.07E+01,4.00E+00
26,0,4.1,1.72E+03,1.60E+02,3.40E+02,3.20E+01,4.50E+01,4.00E+00
27,0,4.2,1.72E+03,1.60E+02,3.57E+02,3.20E+01,4.14E+01,4.00E+00
28,0,4.1,1.73E+03,1.60E+02,3.66E+02,3.20E+01,4.50E+01,4.00E+00
29,0,3.6,1.73E+03,1.60E+02,3.51E+02,3.20E+01,4.07E+01,4.00E+00
30,0,3.6,1.73E+03,1.60E+02,3.51E+02,3.20E+01,4.43E+01,4.00E+00
31,0,3.2,1.74E+03,7.21E+02,3.62E+02,1.44E+02,4.27E+01,1.80E+01
32,0,3.7,1.75E+03,1.44E+03,3.66E+02,2.88E+02,4.50E+01,3.60E+01
33,0.085218038,4.6,1.75E+03,7.21E+02,3.61E+02,1.44E+02,4.32E+01,1.80E+01
34,0.477208358,4.9,1.71E+03,5.61E+02,3.44E+02,1.12E+02,4.25E+01,1.40E+01
35,0.71381255,5.2,1.58E+03,5.61E+02,3.24E+02,1.12E+02,4.36E+01,1.40E+01
36,0.848288,5.3,1.30E+03,1.12E+03,3.21E+02,2.24E+02,3.03E+01,2.80E+01
37,0.865594168,5.3,1.29E+03,1.60E+03,3.04E+02,3.20E+02,3.32E+01,4.00E+01
38,0.809860925,5.5,1.40E+03,7.21E+02,2.97E+02,1.44E+02,3.46E+01,1.80E+01
39,0.649466022,5.8,1.43E+03,5.61E+02,3.05E+02,1.12E+02,3.57E+01,1.40E+01
40,0.317488235,5.5,1.49E+03,5.61E+02,2.89E+02,1.12E+02,3.44E+01,1.40E+01
41,0.024866844,5.4,1.47E+03,1.12E+03,2.98E+02,2.24E+02,3.82E+01,2.80E+01
42,0,5.9,1.51E+03,1.60E+03,2.97E+02,3.20E+02,3.68E+01,4.00E+01
43,0,5.3,1.50E+03,1.12E+03,3.02E+02,2.24E+02,3.82E+01,2.80E+01
44,0,4.6,1.50E+03,9.62E+02,2.99E+02,1.92E+02,3.93E+01,2.40E+01
45,0,4.7,1.49E+03,5.61E+02,2.95E+02,1.12E+02,3.50E+01,1.40E+01
46,0,4.3,1.48E+03,5.61E+02,3.00E+02,1.12E+02,3.64E+01,1.40E+01
47,0,4.2,1.50E+03,5.61E+02,3.02E+02,1.12E+02,3.98E+01,1.40E+01
48,0,3.9,1.47E+03,2.41E+02,2.91E+02,4.80E+01,3.64E+01,6.00E+00
49,0,4.1,1.41E+03,1.60E+02,2.78E+02,3.20E+01,3.37E+01,4.00E+00
50,0,5.5,1.43E+03,1.60E+02,2.90E+02,3.20E+01,3.46E+01,4.00E+00
51,0,6.5,1.46E+03,1.60E+02,2.88E+02,3.20E+01,3.93E+01,4.00E+00
52,0,5.7,1.48E+03,1.60E+02,2.91E+02,3.20E+01,3.44E+01,4.00E+00
53,0,6.3,1.54E+03,1.60E+02,2.97E+02,3.20E+01,4.00E+01,4.00E+00
54,0,6.7,1.53E+03,1.60E+02,3.03E+02,3.20E+01,3.71E+01,4.00E+00
55,0,7.9,1.52E+03,7.21E+02,2.97E+02,1.44E+02,4.07E+01,1.80E+01
56,0,9.2,1.52E+03,1.44E+03,3.00E+02,2.88E+02,3.71E+01,3.60E+01
57,0.005088106,9.4,1.51E+03,7.21E+02,3.01E+02,1.44E+02,3.86E+01,1.80E+01
58,0.024556886,10.3,1.47E+03,5.61E+02,2.88E+02,1.12E+02,3.57E+01,1.40E+01
59,0.043888098,12.1,1.44E+03,5.61E+02,2.80E+02,1.12E+02,3.37E+01,1.40E+01
60,0.060199034,11.9,1.34E+03,1.12E+03,2.79E+02,2.24E+02,3.57E+01,2.80E+01
61,0.05821236,8.9,1.24E+03,1.60E+03,2.67E+02,3.20E+02,2.76E+01,4.00E+01
62,0.056682931,6.6,8.33E+02,7.21E+02,2.41E+02,1.44E+02,1.86E+01,1.80E+01
63,0.054014303,7.5,7.23E+02,5.61E+02,2.47E+02,1.12E+02,1.58E+01,1.40E+01
64,0.027812599,8.1,1.28E+03,5.61E+02,2.65E+02,1.12E+02,3.44E+01,1.40E+01
65,0.003031433,7.6,1.44E+03,1.12E+03,2.88E+02,2.24E+02,3.64E+01,2.80E+01
66,0,6.7,1.44E+03,1.60E+03,2.91E+02,3.20E+02,3.64E+01,4.00E+01
67,0,6,1.45E+03,1.12E+03,2.89E+02,2.24E+02,3.64E+01,2.80E+01
68,0,5.7,1.47E+03,9.62E+02,2.91E+02,1.92E+02,3.50E+01,2.40E+01
69,0,5.9,1.49E+03,5.61E+02,2.97E+02,1.12E+02,3.89E+01,1.40E+01
70,0,5.9,1.50E+03,5.61E+02,2.98E+02,1.12E+02,3.82E+01,1.40E+01
71,0,5.6,1.52E+03,5.61E+02,2.98E+02,1.12E+02,3.57E+01,1.40E+01
72,0,5.1,1.53E+03,2.41E+02,3.09E+02,4.80E+01,4.07E+01,6.00E+00
73,0,4.6,1.56E+03,1.60E+02,3.12E+02,3.20E+01,3.71E+01,4.00E+00
74,0,3.5,1.59E+03,1.60E+02,3.19E+02,3.20E+01,4.07E+01,4.00E+00
75,0,3.2,1.61E+03,1.60E+02,3.19E+02,3.20E+01,4.07E+01,4.00E+00
76,0,3.5,1.63E+03,1.60E+02,3.24E+02,3.20E+01,4.07E+01,4.00E+00
77,0,3.6,1.64E+03,1.60E+02,3.32E+02,3.20E+01,4.14E+01,4.00E+00
78,0,3.6,1.66E+03,1.60E+02,3.33E+02,3.20E+01,4.20E+01,4.00E+00
79,0,3.9,1.66E+03,7.21E+02,3.35E+02,1.44E+02,4.07E+01,1.80E+01
80,0,4.5,1.68E+03,1.44E+03,3.38E+02,2.88E+02,4.07E+01,3.60E+01
81,0.004622563,5.6,1.67E+03,7.21E+02,3.40E+02,1.44E+02,4.07E+01,1.80E+01
82,0.023310905,7,1.69E+03,5.61E+02,3.46E+02,1.12E+02,4.63E+01,1.40E+01
83,0.047644948,8.6,1.70E+03,5.61E+02,3.58E+02,1.12E+02,4.07E+01,1.40E+01
84,0.066138806,9.7,1.70E+03,1.12E+03,3.64E+02,2.24E+02,4.20E+01,2.80E+01
85,0.062361665,10.9,1.70E+03,1.60E+03,3.56E+02,3.20E+02,4.32E+01,4.00E+01
86,0.061572733,10.8,1.69E+03,7.21E+02,3.55E+02,1.44E+02,4.05E+01,1.80E+01
87,0.093348466,10.8,1.49E+03,5.61E+02,3.25E+02,1.12E+02,3.60E+01,1.40E+01
88,0.096369891,10.6,1.30E+03,5.61E+02,3.11E+02,1.12E+02,3.80E+01,1.40E+01
89,0.00964216,10.5,1.40E+03,1.12E+03,3.01E+02,2.24E+02,2.96E+01,2.80E+01
90,0,10.4,1.44E+03,1.60E+03,3.03E+02,3.20E+02,3.75E+01,4.00E+01
91,0,10.8,1.46E+03,1.12E+03,2.98E+02,2.24E+02,3.44E+01,2.80E+01
92,0,10.8,1.52E+03,9.62E+02,3.05E+02,1.92E+02,4.00E+01,2.40E+01
93,0,10.5,1.52E+03,5.61E+02,3.03E+02,1.12E+02,3.71E+01,1.40E+01
94,0,10.1,1.51E+03,5.61E+02,3.03E+02,1.12E+02,3.82E+01,1.40E+01
95,0,10,1.52E+03,5.61E+02,3.06E+02,1.12E+02,3.80E+01,1.40E+01
96,0,9.8,1.54E+03,2.41E+02,3.04E+02,4.80E+01,4.07E+01,6.00E+00
97,0,9.9,1.50E+03,1.60E+02,3.03E+02,3.20E+01,3.44E+01,4.00E+00
98,0,9.8,1.49E+03,1.60E+02,2.97E+02,3.20E+01,4.00E+01,4.00E+00
99,0,9.5,1.46E+03,1.60E+02,2.90E+02,3.20E+01,3.39E+01,4.00E+00
100,0,9.9,1.44E+03,1.60E+02,2.81E+02,3.20E+01,3.55E+01,4.00E+00
101,0,9.9,1.48E+03,1.60E+02,2.92E+02,3.20E+01,3.64E+01,4.00E+00
102,0,9.2,1.47E+03,1.60E+02,2.91E+02,3.20E+01,3.64E+01,4.00E+00
103,0,9,1.46E+03,7.21E+02,2.86E+02,1.44E+02,3.57E+01,1.80E+01
104,0,9.3,1.46E+03,1.44E+03,2.95E+02,2.88E+02,3.75E+01,3.60E+01
105,0.042756223,9.9,1.44E+03,7.21E+02,2.90E+02,1.44E+02,3.82E+01,1.80E+01
106,0.2476633,10,1.41E+03,5.61E+02,2.76E+02,1.12E+02,3.30E+01,1.40E+01
107,0.376859951,10.5,1.29E+03,5.61E+02,2.66E+02,1.12E+02,3.32E+01,1.40E+01
108,0.446400874,10.6,5.68E+02,1.12E+03,2.28E+02,2.24E+02,1.11E+01,2.80E+01
109,0.4655989,11.3,1.03E+03,1.60E+03,2.56E+02,3.20E+02,2.85E+01,4.00E+01
110,0.433689666,11.3,9.62E+02,7.21E+02,2.45E+02,1.44E+02,2.35E+01,1.80E+01
111,0.246200923,11.1,1.29E+03,5.61E+02,2.63E+02,1.12E+02,3.19E+01,1.40E+01
112,0.122483504,11.4,1.38E+03,5.61E+02,2.77E+02,1.12E+02,3.57E+01,1.40E+01
113,0.008957174,11.2,1.38E+03,1.12E+03,2.85E+02,2.24E+02,3.53E+01,2.80E+01
114,0,10.9,1.40E+03,1.60E+03,2.81E+02,3.20E+02,3.44E+01,4.00E+01
115,0,10.9,1.42E+03,1.12E+03,2.85E+02,2.24E+02,3.39E+01,2.80E+01
116,0,11.1,1.43E+03,9.62E+02,2.91E+02,1.92E+02,3.64E+01,2.40E+01
117,0,10.8,1.43E+03,5.61E+02,2.87E+02,1.12E+02,3.82E+01,1.40E+01
118,0,9.7,1.45E+03,5.61E+02,2.88E+02,1.12E+02,3.69E+01,1.40E+01
119,0,9.8,1.48E+03,5.61E+02,2.98E+02,1.12E+02,3.71E+01,1.40E+01
120,0,8.8,1.48E+03,2.41E+02,2.92E+02,4.80E+01,3.50E+01,6.00E+00
121,0,9,1.51E+03,1.60E+02,3.01E+02,3.20E+01,3.71E+01,4.00E+00
122,0,8.6,1.52E+03,1.60E+02,3.08E+02,3.20E+01,4.07E+01,4.00E+00
123,0,8.5,1.54E+03,1.60E+02,3.08E+02,3.20E+01,3.71E+01,4.00E+00
124,0,8.4,1.56E+03,1.60E+02,3.15E+02,3.20E+01,3.93E+01,4.00E+00
125,0,8.1,1.60E+03,1.60E+02,3.18E+02,3.20E+01,4.07E+01,4.00E+00
126,0,8.3,1.61E+03,1.60E+02,3.27E+02,3.20E+01,3.77E+01,4.00E+00
127,0,8,1.64E+03,7.21E+02,3.31E+02,1.44E+02,4.14E+01,1.80E+01
128,0,8,1.66E+03,1.44E+03,3.42E+02,2.88E+02,4.07E+01,3.60E+01
129,0.016360663,8.3,1.69E+03,7.21E+02,3.57E+02,1.44E+02,4.43E+01,1.80E+01
130,0.085435864,8.7,1.71E+03,5.61E+02,3.63E+02,1.12E+02,4.27E+01,1.40E+01
131,0.092021209,9.2,1.73E+03,5.61E+02,3.64E+02,1.12E+02,4.07E+01,1.40E+01
132,0.097786406,9.5,1.76E+03,1.12E+03,3.75E+02,2.24E+02,4.63E+01,2.80E+01
133,0.08485209,8.9,1.78E+03,1.60E+03,3.85E+02,3.20E+02,4.27E+01,4.00E+01
134,0.078033058,8.7,1.80E+03,7.21E+02,3.93E+02,1.44E+02,4.63E+01,1.80E+01
135,0.062278664,9,1.81E+03,5.61E+02,3.95E+02,1.12E+02,4.63E+01,1.40E+01
136,0.032452076,8.8,1.82E+03,5.61E+02,3.96E+02,1.12E+02,4.27E+01,1.40E+01
137,0.005297922,8,1.83E+03,1.12E+03,3.95E+02,2.24E+02,4.63E+01,2.80E+01
138,0,7.5,1.85E+03,1.60E+03,3.97E+02,3.20E+02,4.63E+01,4.00E+01
139,0,7.7,1.87E+03,1.12E+03,3.97E+02,2.24E+02,4.50E+01,2.80E+01
140,0,7.4,1.89E+03,9.62E+02,3.96E+02,1.92E+02,4.56E+01,2.40E+01
141,0,7.1,1.93E+03,5.61E+02,3.99E+02,1.12E+02,4.99E+01,1.40E+01
142,0,6.8,1.98E+03,5.61E+02,4.00E+02,1.12E+02,4.99E+01,1.40E+01
143,0,6.5,2.00E+03,5.61E+02,4.00E+02,1.12E+02,4.99E+01,1.40E+01
144,0,6.3,2.00E+03,2.41E+02,4.00E+02,4.80E+01,4.99E+01,6.00E+00
145,0,6.3,2.00E+03,1.60E+02,4.00E+02,3.20E+01,4.99E+01,4.00E+00
146,0,6.2,2.00E+03,1.60E+02,4.00E+02,3.20E+01,4.99E+01,4.00E+00
147,0,6,2.00E+03,1.60E+02,4.00E+02,3.20E+01,4.99E+01,4.00E+00
148,0,6,2.00E+03,1.60E+02,4.00E+02,3.20E+01,4.99E+01,4.00E+00
149,0,6.1,2.00E+03,1.60E+02,4.00E+02,3.20E+01,4.99E+01,4.00E+00
150,0,6.1,2.00E+03,1.60E+02,4.00E+02,3.20E+01,4.99E+01,4.00E+00
151,0,6,2.00E+03,7.21E+02,4.00E+02,1.44E+02,4.99E+01,1.80E+01
152,0,6,2.00E+03,1.44E+03,4.00E+02,2.88E+02,4.99E+01,3.60E+01
153,0.005087544,6.4,2.00E+03,7.21E+02,4.00E+02,1.44E+02,4.99E+01,1.80E+01
154,0.024554829,6.8,2.00E+03,5.61E+02,4.00E+02,1.12E+02,4.99E+01,1.40E+01
155,0.042672533,7.1,2.00E+03,5.61E+02,4.00E+02,1.12E+02,4.99E+01,1.40E+01
156,0.05446813,7.5,2.00E+03,1.12E+03,4.00E+02,2.24E+02,4.99E+01,2.80E+01
157,0.056326178,7.7,2.00E+03,1.60E+03,4.00E+02,3.20E+02,4.99E+01,4.00E+01
158,0.051729016,7.5,1.80E+03,7.21E+02,4.00E+02,1.44E+02,4.99E+01,1.80E+01
159,0.04132101,7.4,1.62E+03,5.61E+02,3.87E+02,1.12E+02,3.32E+01,1.40E+01
160,0.0211854,6.8,1.65E+03,5.61E+02,3.75E+02,1.12E+02,4.27E+01,1.40E+01
161,0.003025825,6.4,1.79E+03,1.12E+03,3.75E+02,2.24E+02,4.43E+01,2.80E+01
162,0,6.1,1.75E+03,1.60E+03,3.69E+02,3.20E+02,4.43E+01,4.00E+01
163,0,6.1,1.72E+03,1.12E+03,3.61E+02,2.24E+02,4.07E+01,2.80E+01
164,0,6.1,1.70E+03,9.62E+02,3.56E+02,1.92E+02,4.29E+01,2.40E+01
165,0,6,1.70E+03,5.61E+02,3.51E+02,1.12E+02,4.00E+01,1.40E+01
166,0,6,1.69E+03,5.61E+02,3.54E+02,1.12E+02,4.07E+01,1.40E+01
167,0,5.9,1.67E+03,5.61E+02,3.50E+02,1.12E+02,4.50E+01,1.40E+01
168,0,5.7,1.66E+03,2.41E+02,3.52E+02,4.80E+01,3.93E+01,6.00E+00
169,0,5.5,1.67E+03,1.60E+02,3.49E+02,3.20E+01,4.07E+01,4.00E+00
170,0,5.1,1.68E+03,1.60E+02,3.49E+02,3.20E+01,4.18E+01,4.00E+00
171,0,5,1.69E+03,1.60E+02,3.55E+02,3.20E+01,4.25E+01,4.00E+00
172,0,4.8,1.69E+03,1.60E+02,3.52E+02,3.20E+01,4.07E+01,4.00E+00
173,0,4.8,1.69E+03,1.60E+02,3.39E+02,3.20E+01,4.43E+01,4.00E+00
174,0,4.7,1.68E+03,1.60E+02,3.36E+02,3.20E+01,4.07E+01,4.00E+00
175,0,4.2,1.69E+03,7.21E+02,3.41E+02,1.44E+02,4.43E+01,1.80E+01
176,0,3.8,1.69E+03,1.44E+03,3.30E+02,2.88E+02,4.07E+01,3.60E+01
177,0.005397861,4.3,1.64E+03,7.21E+02,3.25E+02,1.44E+02,3.87E+01,1.80E+01
178,0.027365182,5.4,1.40E+03,5.61E+02,3.13E+02,1.12E+02,3.53E+01,1.40E+01
179,0.050354843,6.3,1.32E+03,5.61E+02,2.95E+02,1.12E+02,3.21E+01,1.40E+01
180,0.059971747,7.2,9.81E+02,1.12E+03,2.69E+02,2.24E+02,2.33E+01,2.80E+01
181,0.068604956,6.7,1.19E+03,1.60E+03,2.60E+02,3.20E+02,3.03E+01,4.00E+01
182,0.059816229,6.8,6.68E+02,7.21E+02,2.32E+02,1.44E+02,9.98E+00,1.80E+01
183,0.049072583,5.7,1.05E+03,5.61E+02,2.35E+02,1.12E+02,2.71E+01,1.40E+01
184,0.027998623,5.1,1.27E+03,5.61E+02,2.54E+02,1.12E+02,3.12E+01,1.40E+01
185,0.004056776,4.8,1.31E+03,1.12E+03,2.63E+02,2.24E+02,3.50E+01,2.80E+01
186,0,5.5,1.46E+03,1.60E+03,2.83E+02,3.20E+02,3.64E+01,4.00E+01
187,0,5.2,1.40E+03,1.12E+03,2.76E+02,2.24E+02,3.26E+01,2.80E+01
188,0,4.7,1.43E+03,9.62E+02,2.81E+02,1.92E+02,3.75E+01,2.40E+01
189,0,4.8,1.45E+03,5.61E+02,2.91E+02,1.12E+02,3.82E+01,1.40E+01
190,0,5,1.43E+03,5.61E+02,2.77E+02,1.12E+02,3.37E+01,1.40E+01
191,0,5,1.44E+03,5.61E+02,2.79E+02,1.12E+02,3.64E+01,1.40E+01
192,0,5,1.48E+03,2.41E+02,2.99E+02,4.80E+01,3.57E+01,6.00E+00
193,0,5.8,1.46E+03,1.60E+02,2.89E+02,3.20E+01,3.57E+01,4.00E+00
194,0,5.4,1.47E+03,1.60E+02,2.91E+02,3.20E+01,3.89E+01,4.00E+00
195,0,5.1,1.47E+03,1.60E+02,2.96E+02,3.20E+01,3.62E+01,4.00E+00
196,0,4.2,1.46E+03,1.60E+02,2.91E+02,3.20E+01,3.71E+01,4.00E+00
197,0,4,1.46E+03,1.60E+02,2.91E+02,3.20E+01,3.57E+01,4.00E+00
198,0,4.2,1.46E+03,1.60E+02,2.95E+02,3.20E+01,3.64E+01,4.00E+00
199,0,4.3,1.45E+03,7.21E+02,2.90E+02,1.44E+02,3.51E+01,1.80E+01
200,0,4.4,1.46E+03,1.44E+03,2.90E+02,2.88E+02,3.71E+01,3.60E+01
201,0.003229537,4.5,1.47E+03,7.21E+02,2.95E+02,1.44E+02,3.68E+01,1.80E+01
202,0.013984166,4.8,1.48E+03,5.61E+02,2.91E+02,1.12E+02,3.82E+01,1.40E+01
203,0.025047786,5.3,1.48E+03,5.61E+02,2.94E+02,1.12E+02,3.64E+01,1.40E+01
204,0.029249991,5.6,1.48E+03,1.12E+03,2.96E+02,2.24E+02,3.64E+01,2.80E+01
205,0.123862361,6.8,1.49E+03,1.60E+03,2.91E+02,3.20E+02,3.44E+01,4.00E+01
206,0.495089767,7,1.49E+03,7.21E+02,2.96E+02,1.44E+02,3.71E+01,1.80E+01
207,0.457710869,6.9,1.50E+03,5.61E+02,3.01E+02,1.12E+02,3.89E+01,1.40E+01
208,0.263594927,6.5,1.51E+03,5.61E+02,2.97E+02,1.12E+02,3.68E+01,1.40E+01
209,0.027291621,6.3,1.52E+03,1.12E+03,3.03E+02,2.24E+02,3.71E+01,2.80E+01
210,0,6,1.52E+03,1.60E+03,3.09E+02,3.20E+02,4.07E+01,4.00E+01
211,0,5.5,1.53E+03,1.12E+03,3.10E+02,2.24E+02,3.71E+01,2.80E+01
212,0,5.3,1.54E+03,9.62E+02,3.12E+02,1.92E+02,3.86E+01,2.40E+01
213,0,5.7,1.55E+03,5.61E+02,3.12E+02,1.12E+02,3.71E+01,1.40E+01
214,0,5.7,1.58E+03,5.61E+02,3.17E+02,1.12E+02,4.07E+01,1.40E+01
215,0,5.8,1.59E+03,5.61E+02,3.18E+02,1.12E+02,4.07E+01,1.40E+01
216,0,5.6,1.60E+03,2.41E+02,3.21E+02,4.80E+01,4.00E+01,6.00E+00
217,0,5,1.60E+03,1.60E+02,3.20E+02,3.20E+01,3.71E+01,4.00E+00
218,0,4.5,1.60E+03,1.60E+02,3.20E+02,3.20E+01,4.07E+01,4.00E+00
219,0,3.9,1.60E+03,1.60E+02,3.19E+02,3.20E+01,3.86E+01,4.00E+00
220,0,3.2,1.60E+03,1.60E+02,3.20E+02,3.20E+01,4.07E+01,4.00E+00
221,0,3.3,1.61E+03,1.60E+02,3.25E+02,3.20E+01,3.89E+01,4.00E+00
222,0,3.3,1.62E+03,1.60E+02,3.29E+02,3.20E+01,3.89E+01,4.00E+00
223,0,3.6,1.62E+03,7.21E+02,3.27E+02,1.44E+02,4.07E+01,1.80E+01
224,0,3.4,1.62E+03,1.44E+03,3.26E+02,2.88E+02,4.07E+01,3.60E+01
225,0.00617453,4.2,1.63E+03,7.21E+02,3.29E+02,1.44E+02,4.07E+01,1.80E+01
226,0.030687149,4.3,1.63E+03,5.61E+02,3.27E+02,1.12E+02,4.07E+01,1.40E+01
227,0.053916486,4.4,1.62E+03,5.61E+02,3.27E+02,1.12E+02,4.00E+01,1.40E+01
228,0.071887203,4.5,1.62E+03,1.12E+03,3.28E+02,2.24E+02,4.00E+01,2.80E+01
229,0.078398125,4.7,1.63E+03,1.60E+03,3.35E+02,3.20E+02,3.93E+01,4.00E+01
230,0.071458583,5.1,1.62E+03,7.21E+02,3.29E+02,1.44E+02,3.93E+01,1.80E+01
231,0.064338686,5.7,1.62E+03,5.61E+02,3.31E+02,1.12E+02,3.93E+01,1.40E+01
232,0.032264223,5.8,1.62E+03,5.61E+02,3.30E+02,1.12E+02,4.00E+01,1.40E+01
233,0.00529407,5.4,1.63E+03,1.12E+03,3.28E+02,2.24E+02,4.07E+01,2.80E+01
234,0,5.8,1.64E+03,1.60E+03,3.34E+02,3.20E+02,4.18E+01,4.00E+01
235,0,5.2,1.66E+03,1.12E+03,3.44E+02,2.24E+02,4.25E+01,2.80E+01
236,0,5.1,1.66E+03,9.62E+02,3.44E+02,1.92E+02,4.07E+01,2.40E+01
237,0,5,1.65E+03,5.61E+02,3.40E+02,1.12E+02,4.07E+01,1.40E+01
238,0,4.9,1.65E+03,5.61E+02,3.37E+02,1.12E+02,4.07E+01,1.40E+01
239,0,4.9,1.64E+03,5.61E+02,3.31E+02,1.12E+02,4.07E+01,1.40E+01
240,0,4.9,1.69E+03,2.41E+02,3.49E+02,4.80E+01,4.50E+01,6.00E+00
241,0,4.8,1.70E+03,1.60E+02,3.57E+02,3.20E+01,4.07E+01,4.00E+00
242,0,4.7,1.70E+03,1.60E+02,3.63E+02,3.20E+01,4.27E+01,4.00E+00
243,0,4.5,1.70E+03,1.60E+02,3.60E+02,3.20E+01,4.23E+01,4.00E+00
244,0,4.5,1.68E+03,1.60E+02,3.55E+02,3.20E+01,4.07E+01,4.00E+00
245,0,4.5,1.67E+03,1.60E+02,3.41E+02,3.20E+01,4.07E+01,4.00E+00
246,0,4.3,1.67E+03,1.60E+02,3.36E+02,3.20E+01,4.36E+01,4.00E+00
247,0,4.8,1.65E+03,7.21E+02,3.34E+02,1.44E+02,4.00E+01,1.80E+01
248,0,4.6,1.66E+03,1.44E+03,3.29E+02,2.88E+02,4.00E+01,3.60E+01
249,0.048450226,5,1.63E+03,7.21E+02,3.24E+02,1.44E+02,3.93E+01,1.80E+01
250,0.22444977,5.9,1.56E+03,5.61E+02,3.08E+02,1.12E+02,3.98E+01,1.40E+01
251,0.402952223,6.8,1.49E+03,5.61E+02,3.09E+02,1.12E+02,3.87E+01,1.40E+01
252,0.633654641,7,9.00E+02,1.12E+03,2.92E+02,2.24E+02,3.62E+01,2.80E+01
253,0.42156393,7.1,1.03E+03,1.60E+03,2.87E+02,3.20E+02,2.24E+01,4.00E+01
254,0.137623885,7.2,1.37E+03,7.21E+02,2.90E+02,1.44E+02,3.37E+01,1.80E+01
255,0.190714585,8,1.38E+03,5.61E+02,2.86E+02,1.12E+02,3.46E+01,1.40E+01
256,0.163078833,7.8,1.37E+03,5.61E+02,2.83E+02,1.12E+02,3.37E+01,1.40E+01
257,0.017583209,6.6,1.39E+03,1.12E+03,2.86E+02,2.24E+02,3.57E+01,2.80E+01
258,0,6.4,1.45E+03,1.60E+03,2.90E+02,3.20E+02,3.44E+01,4.00E+01
259,0,6.1,1.41E+03,1.12E+03,2.87E+02,2.24E+02,3.46E+01,2.80E+01
260,0,6.4,1.42E+03,9.62E+02,2.82E+02,1.92E+02,3.37E+01,2.40E+01
261,0,6.5,1.38E+03,5.61E+02,2.69E+02,1.12E+02,3.44E+01,1.40E+01
262,0,6.2,1.34E+03,5.61E+02,2.71E+02,1.12E+02,3.57E+01,1.40E+01
263,0,6,1.34E+03,5.61E+02,2.67E+02,1.12E+02,3.30E+01,1.40E+01
264,0,6.2,1.35E+03,2.41E+02,2.63E+02,4.80E+01,3.21E+01,6.00E+00
265,0,6,1.30E+03,1.60E+02,2.71E+02,3.20E+01,3.50E+01,4.00E+00
266,0,5.5,1.32E+03,1.60E+02,2.56E+02,3.20E+01,3.19E+01,4.00E+00
267,0,5.1,1.33E+03,1.60E+02,2.66E+02,3.20E+01,3.18E+01,4.00E+00
268,0,5.4,1.29E+03,1.60E+02,2.67E+02,3.20E+01,3.07E+01,4.00E+00
269,0,5.5,1.32E+03,1.60E+02,2.64E+02,3.20E+01,3.25E+01,4.00E+00
270,0,5.3,1.34E+03,1.60E+02,2.66E+02,3.20E+01,3.56E+01,4.00E+00
271,0,4.5,1.32E+03,7.21E+02,2.69E+02,1.44E+02,3.29E+01,1.80E+01
272,0,3.3,1.32E+03,1.44E+03,2.63E+02,2.88E+02,3.27E+01,3.60E+01
